poi_id,level,Y_A_split_idx,total_dims,spatial_lat_norm,spatial_lon_norm,category_attraction,category_bakery,category_bank,category_bookstore,category_cafe,category_clinic,category_co_working,category_convenience_store,category_dentist,category_department_store,category_electronics_store,category_fast_food,category_gym,category_hospital,category_hostel,category_hotel,category_jewelry_store,category_mixed,category_restaurant,category_shopping_mall,category_university,num_entities_norm,text_atm,text_atm general,text_bakery,text_bank,text_bank general,text_bonding,text_bonding chill,text_bonding date,text_bonding dining,text_budget,text_budget dining,text_budget essentials,text_cafe,text_cafe bonding,text_cafe chill,text_chill,text_chill date,text_chill dining,text_clinic,text_clinic health,text_clothing_store,text_clothing_store retail,text_convenience_store,text_convenience_store essentials,text_date,text_date night,text_dining,text_dining family,text_dining luxury,text_dining social,text_essentials,text_essentials local,text_family,text_family luxury,text_family pet,text_family social,text_fast_food,text_fast_food budget,text_friendly,text_general,text_general local,text_health,text_health wellness,text_hotel,text_hotel local,text_lifestyle,text_lifestyle shopping,text_local,text_local staycation,text_local uob,text_luxury,text_night,text_night dining,text_pet,text_pet friendly,text_restaurant,text_restaurant bonding,text_restaurant date,text_restaurant dining,text_restaurant restaurant,text_retail,text_retail shopping,text_road,text_shopping,text_shopping_mall,text_social,text_social work,text_staycation,text_supermarket,text_supermarket budget,text_uob,text_uob atm,text_wellness,text_work,text_work friendly,user_count,interaction_variance,user_pref_diversity,visit_ratio,avg_rating,search_to_visit_ratio,repeat_visitor_ratio,latent_0,latent_1,latent_2,latent_3,latent_4,latent_5,latent_6,latent_7,latent_8,latent_9,latent_10,latent_11,latent_12,latent_13,latent_14,latent_15,latent_16,latent_17,latent_18,latent_19,latent_20,latent_21,latent_22,latent_23,latent_24,latent_25,latent_26,latent_27,latent_28,latent_29,latent_30,latent_31,latent_32,latent_33,latent_34,latent_35,latent_36,latent_37,latent_38,latent_39,latent_40,latent_41,latent_42,latent_43,latent_44,latent_45,latent_46,latent_47,latent_48,latent_49,latent_50,latent_51,latent_52,latent_53,latent_54,latent_55,latent_56,latent_57,latent_58,latent_59,latent_60,latent_61,latent_62,latent_63,latent_64
container_Trio,level_1,99,171,-0.26986712,0.20628773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.14286268,0.0,0.0,0.0,0.0,0.0,0.209579,0.0,0.0,0.267813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17192063,0.20977202,0.0,0.0,0.0,0.0,0.39020202,0.0,0.0,0.30439645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34634247,0.0,0.0,0.0,0.0,0.27237964,0.0,0.0,0.0,0.0,0.1947614,0.24237873,0.0,0.0,0.0,0.0,0.0,0.0,0.30751428,0.35218126,0.23760714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.013423297,0.009522049,-0.0025428692,-0.013423297,-0.00064805493,0.023497663,0.009522049,-0.0025206166,7.655632e-05,0.026423229,0.020352714,-0.013423297,-0.047540616,-0.047540616,0.023497663,0.026423229,0.020352714,-0.0008587319,0.009522049,0.023497663,7.655632e-05,0.026423229,0.020352714,-0.047540616,-0.0025206166,-0.0064223586,0.005999116,-0.030388972,-0.0068603507,0.043501757,-0.04843192,0.05249,-0.0027139448,-0.2516982,-0.07393647,-0.17104365,0.002746673,-0.029250639,-0.15309265,-0.090484604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
container_The_Woodleigh_Mall,level_1,99,171,0.51914316,0.4990885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.2008031,0.0,0.0,0.0,0.0,0.0,0.28096443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26155505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46431136,0.4941571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4122578,0.47213894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.013423297,0.009522049,-0.0025428692,-0.013423297,-0.00064805493,0.023497663,0.009522049,-0.0025206166,7.655632e-05,0.026423229,0.020352714,-0.013423297,-0.047540616,-0.047540616,0.023497663,0.026423229,0.020352714,-0.0008587319,0.009522049,0.023497663,7.655632e-05,0.026423229,0.020352714,-0.047540616,-0.0025206166,-0.0064223586,0.005999116,-0.030388972,-0.0068603507,0.043501757,-0.04843192,0.05249,-0.0027139448,-0.2516982,-0.07393647,-0.17104365,0.002746673,-0.029250639,-0.15309265,-0.090484604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
container_The_Concourse,level_1,99,171,-0.48870614,0.30449232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.14286268,0.0,0.0,0.0,0.0,0.0,0.20643447,0.0,0.33390504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25618097,0.25618097,0.16934112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34114593,0.36307463,0.0,0.0,0.0,0.0,0.2558868,0.25766337,0.0,0.0,0.19183917,0.23874205,0.0,0.0,0.0,0.0,0.0,0.0,0.3029003,0.34689713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.013423297,0.009522049,-0.0025428692,-0.013423297,-0.00064805493,0.023497663,0.009522049,-0.0025206166,7.655632e-05,0.026423229,0.020352714,-0.013423297,-0.047540616,-0.047540616,0.023497663,0.026423229,0.020352714,-0.0008587319,0.009522049,0.023497663,7.655632e-05,0.026423229,0.020352714,-0.047540616,-0.0025206166,-0.0064223586,0.005999116,-0.030388972,-0.0068603507,0.043501757,-0.04843192,0.05249,-0.0027139448,-0.2516982,-0.07393647,-0.17104365,0.002746673,-0.029250639,-0.15309265,-0.090484604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
container_STELLARTE2,level_1,99,171,3.086631,-1.15513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.2008031,0.0,0.0,0.0,0.0,0.0,0.28096443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26155505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46431136,0.4941571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4122578,0.47213894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.013423297,0.009522049,-0.0025428692,-0.013423297,-0.00064805493,0.023497663,0.009522049,-0.0025206166,7.655632e-05,0.026423229,0.020352714,-0.013423297,-0.047540616,-0.047540616,0.023497663,0.026423229,0.020352714,-0.0008587319,0.009522049,0.023497663,7.655632e-05,0.026423229,0.020352714,-0.047540616,-0.0025206166,-0.0064223586,0.005999116,-0.030388972,-0.0068603507,0.043501757,-0.04843192,0.05249,-0.0027139448,-0.2516982,-0.07393647,-0.17104365,0.002746673,-0.029250639,-0.15309265,-0.090484604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
container_Sengkang_Grand_Mall,level_1,99,171,1.70503,0.90595764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.2008031,0.0,0.0,0.0,0.0,0.0,0.28096443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26155505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46431136,0.4941571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4122578,0.47213894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.013423297,0.009522049,-0.0025428692,-0.013423297,-0.00064805493,0.023497663,0.009522049,-0.0025206166,7.655632e-05,0.026423229,0.020352714,-0.013423297,-0.047540616,-0.047540616,0.023497663,0.026423229,0.020352714,-0.0008587319,0.009522049,0.023497663,7.655632e-05,0.026423229,0.020352714,-0.047540616,-0.0025206166,-0.0064223586,0.005999116,-0.030388972,-0.0068603507,0.043501757,-0.04843192,0.05249,-0.0027139448,-0.2516982,-0.07393647,-0.17104365,0.002746673,-0.029250639,-0.15309265,-0.090484604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
container_Pasir_Ris_Mall,level_1,99,171,1.4557827,2.02549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.8979535,0.0,0.0,0.049257677,0.0,0.0,0.1910399,0.13697574,0.059807323,0.09449906,0.07919037,0.07133189,0.024913961,0.26609287,0.13697574,0.17604746,0.27951974,0.058690824,0.254458,0.023301966,0.011708854,0.09496937,0.09496937,0.0,0.0,0.12236212,0.12236212,0.37914371,0.21588884,0.023131983,0.099331655,0.0211146,0.0,0.21226375,0.020869851,0.054420564,0.107407704,0.07133189,0.07133189,0.23900227,0.0,0.0,0.01902296,0.01911508,0.0,0.0,0.010184046,0.010838672,0.0,0.0,0.0,0.032036804,0.12222162,0.12307017,0.10980274,0.10980274,0.20616738,0.12828669,0.04915544,0.09349594,0.011919565,0.109001145,0.10929839,0.0,0.090423204,0.010355733,0.18165503,0.11950766,0.0,0.049827922,0.024913961,0.0,0.0,0.01911508,0.1795695,0.1795695,1.5324097,-1.0642852,0.9358809,1.5324097,-2.4449375,-0.8335796,-1.0642852,3.1809514,-1.4255519,-0.833713,-1.7298373,1.5324097,2.7428212,2.7428212,-0.8335796,-0.833713,-1.7298373,-1.7038395,-1.0642852,-0.8335796,-1.4255519,-0.833713,-1.7298373,2.7428212,3.1809514,1.2983015,-1.1428651,1.8933512,-0.6551581,-1.8188857,4.3717093,-2.4895866,-1.7579616,5.653948,0.294496,5.916218,-1.0718809,-1.3952367,6.8157945,-0.090484604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
container_Eastlink_Mall,level_1,99,171,0.9366475,1.9360483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.2008031,0.0,0.0,0.0,0.0,0.0,0.29109797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48105767,0.5119799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42712668,0.48916757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.013423297,0.009522049,-0.0025428692,-0.013423297,-0.00064805493,0.023497663,0.009522049,-0.0025206166,7.655632e-05,0.026423229,0.020352714,-0.013423297,-0.047540616,-0.047540616,0.023497663,0.026423229,0.020352714,-0.0008587319,0.009522049,0.023497663,7.655632e-05,0.026423229,0.020352714,-0.047540616,-0.0025206166,-0.0064223586,0.005999116,-0.030388972,-0.0068603507,0.043501757,-0.04843192,0.05249,-0.0027139448,-0.2516982,-0.07393647,-0.17104365,0.002746673,-0.029250639,-0.15309265,-0.090484604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
container_One_Holland_Village,level_1,99,171,-0.21579106,-1.0377378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1468394,0.0,0.0,0.0,0.0,0.0,0.065109886,0.0,0.0,0.08320143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.053410564,0.0,0.0,0.10494754,0.55770874,0.6805748,0.060612008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10759817,0.11451454,0.36946943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.060506497,0.07529977,0.0,0.0,0.0,0.0,0.0,0.0,0.09553542,0.10941211,0.07381738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.013423297,0.009522049,-0.0025428692,-0.013423297,-0.00064805493,0.023497663,0.009522049,-0.0025206166,7.655632e-05,0.026423229,0.020352714,-0.013423297,-0.047540616,-0.047540616,0.023497663,0.026423229,0.020352714,-0.0008587319,0.009522049,0.023497663,7.655632e-05,0.026423229,0.020352714,-0.047540616,-0.0025206166,-0.0064223586,0.005999116,-0.030388972,-0.0068603507,0.043501757,-0.04843192,0.05249,-0.0027139448,-0.2516982,-0.07393647,-0.17104365,0.002746673,-0.029250639,-0.15309265,-0.090484604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
container_Big_Block,level_1,99,171,-0.7104992,-0.14921288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.2008031,0.0,0.0,0.0,0.0,0.0,0.28096443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26155505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46431136,0.4941571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4122578,0.47213894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.013423297,0.009522049,-0.0025428692,-0.013423297,-0.00064805493,0.023497663,0.009522049,-0.0025206166,7.655632e-05,0.026423229,0.020352714,-0.013423297,-0.047540616,-0.047540616,0.023497663,0.026423229,0.020352714,-0.0008587319,0.009522049,0.023497663,7.655632e-05,0.026423229,0.020352714,-0.047540616,-0.0025206166,-0.0064223586,0.005999116,-0.030388972,-0.0068603507,0.043501757,-0.04843192,0.05249,-0.0027139448,-0.2516982,-0.07393647,-0.17104365,0.002746673,-0.029250639,-0.15309265,-0.090484604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
container_Taman_Jurong_Shopping_Centre,level_1,99,171,0.4160131,-2.4960003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.2008031,0.0,0.0,0.0,0.0,0.0,0.2286555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21285968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37786758,0.40215674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67101026,0.38423783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.013423297,0.009522049,-0.0025428692,-0.013423297,-0.00064805493,0.023497663,0.009522049,-0.0025206166,7.655632e-05,0.026423229,0.020352714,-0.013423297,-0.047540616,-0.047540616,0.023497663,0.026423229,0.020352714,-0.0008587319,0.009522049,0.023497663,7.655632e-05,0.026423229,0.020352714,-0.047540616,-0.0025206166,-0.0064223586,0.005999116,-0.030388972,-0.0068603507,0.043501757,-0.04843192,0.05249,-0.0027139448,-0.2516982,-0.07393647,-0.17104365,0.002746673,-0.029250639,-0.15309265,-0.090484604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
container_The_Shoppes_at_Marina_Bay_Sands,level_1,99,171,-0.93781304,0.2452674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.14286268,0.0,0.0,0.0,0.0,0.0,0.21556768,0.0,0.0,0.27546567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17683321,0.0,0.40457973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3562391,0.379138,0.0,0.0,0.0,0.28016278,0.0,0.0,0.0,0.0,0.20032664,0.24930462,0.0,0.0,0.0,0.0,0.0,0.0,0.3163014,0.36224476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.013423297,0.009522049,-0.0025428692,-0.013423297,-0.00064805493,0.023497663,0.009522049,-0.0025206166,7.655632e-05,0.026423229,0.020352714,-0.013423297,-0.047540616,-0.047540616,0.023497663,0.026423229,0.020352714,-0.0008587319,0.009522049,0.023497663,7.655632e-05,0.026423229,0.020352714,-0.047540616,-0.0025206166,-0.0064223586,0.005999116,-0.030388972,-0.0068603507,0.043501757,-0.04843192,0.05249,-0.0027139448,-0.2516982,-0.07393647,-0.17104365,0.002746673,-0.029250639,-0.15309265,-0.090484604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
container_VivoCity,level_1,99,171,-1.4612967,-0.48356172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.026981847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37269646,0.4476157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28550038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4476157,0.4476157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19171813,0.20404169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10781032,0.0,0.0,0.14667442,0.0,0.0,0.0,0.0,0.17022476,0.19495021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.013423297,0.009522049,-0.0025428692,-0.013423297,-0.00064805493,0.023497663,0.009522049,-0.0025206166,7.655632e-05,0.026423229,0.020352714,-0.013423297,-0.047540616,-0.047540616,0.023497663,0.026423229,0.020352714,-0.0008587319,0.009522049,0.023497663,7.655632e-05,0.026423229,0.020352714,-0.047540616,-0.0025206166,-0.0064223586,0.005999116,-0.030388972,-0.0068603507,0.043501757,-0.04843192,0.05249,-0.0027139448,-0.2516982,-0.07393647,-0.17104365,0.002746673,-0.029250639,-0.15309265,-0.090484604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
container_Boon_Lay_Shopping_Centre,level_1,99,171,0.7224334,-2.6540341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.2008031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21865234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3881507,0.41310084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68927085,0.39469433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.013423297,0.009522049,-0.0025428692,-0.013423297,-0.00064805493,0.023497663,0.009522049,-0.0025206166,7.655632e-05,0.026423229,0.020352714,-0.013423297,-0.047540616,-0.047540616,0.023497663,0.026423229,0.020352714,-0.0008587319,0.009522049,0.023497663,7.655632e-05,0.026423229,0.020352714,-0.047540616,-0.0025206166,-0.0064223586,0.005999116,-0.030388972,-0.0068603507,0.043501757,-0.04843192,0.05249,-0.0027139448,-0.2516982,-0.07393647,-0.17104365,0.002746673,-0.029250639,-0.15309265,-0.090484604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
container_Elias_Mall,level_1,99,171,1.5817736,1.8913274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.7970855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3575228,0.0,0.44991875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3813065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0053308024,0.005673464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00473317,0.0054206713,0.0,0.0,0.0,0.5672889,0.44991875,0.0,0.0,0.0,0.0,0.0,-0.013423297,0.009522049,-0.0025428692,-0.013423297,-0.00064805493,0.023497663,0.009522049,-0.0025206166,7.655632e-05,0.026423229,0.020352714,-0.013423297,-0.047540616,-0.047540616,0.023497663,0.026423229,0.020352714,-0.0008587319,0.009522049,0.023497663,7.655632e-05,0.026423229,0.020352714,-0.047540616,-0.0025206166,-0.0064223586,0.005999116,-0.030388972,-0.0068603507,0.043501757,-0.04843192,0.05249,-0.0027139448,-0.2516982,-0.07393647,-0.17104365,0.002746673,-0.029250639,-0.15309265,-0.090484604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
container_Keat_Hong_Shopping_Centre,level_1,99,171,1.5484209,-2.0214455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.2008031,0.0,0.0,0.0,0.0,0.0,0.2375417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22113201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39255258,0.0,0.0,0.0,0.0,0.3087214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6970876,0.3991704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.013423297,0.009522049,-0.0025428692,-0.013423297,-0.00064805493,0.023497663,0.009522049,-0.0025206166,7.655632e-05,0.026423229,0.020352714,-0.013423297,-0.047540616,-0.047540616,0.023497663,0.026423229,0.020352714,-0.0008587319,0.009522049,0.023497663,7.655632e-05,0.026423229,0.020352714,-0.047540616,-0.0025206166,-0.0064223586,0.005999116,-0.030388972,-0.0068603507,0.043501757,-0.04843192,0.05249,-0.0027139448,-0.2516982,-0.07393647,-0.17104365,0.002746673,-0.029250639,-0.15309265,-0.090484604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
