name,category,lon,lat,district
Huggs,cafe,103.8479707,1.2786222,DOWNTOWN CORE
Starbucks,cafe,103.8540183,1.2856199,DOWNTOWN CORE
Feng Shui Tang,cafe,103.8526169,1.3002714,ROCHOR
CHICHA San Chen ,cafe,103.8449724,1.3009435,MUSEUM
Five Oars,cafe,103.844076,1.2789229,OUTRAM
Anteroom Coffee Brewers,cafe,103.8043442,1.3158078,BUKIT TIMAH
Rochor Beancurd House,cafe,103.848728,1.3263026,NOVENA
Two Bakers,cafe,103.8606055,1.3109303,KALLANG
The Social Space,cafe,103.8535407,1.2771491,DOWNTOWN CORE
Old Rochor Beancurd,cafe,103.8599756,1.3128327,KALLANG
An Aai Affair,cafe,103.7429108,1.3345836,JURONG EAST
An Aai Affair,cafe,103.9894896,1.3602821,CHANGI
An Aai Affair,cafe,103.8349277,1.3522882,BISHAN
Starbucks,cafe,103.8579544,1.291003,DOWNTOWN CORE
Chteaux,cafe,103.8420534,1.3235661,NOVENA
Toast Box,cafe,103.8578628,1.282437,DOWNTOWN CORE
Cafe O,cafe,103.7961757,1.3107018,BUKIT TIMAH
Starbucks,cafe,103.8201783,1.2646464,BUKIT MERAH
Caffe Fernet,cafe,103.8534231,1.28254,DOWNTOWN CORE
Woodgrove Cafe,cafe,103.7823579,1.4294251,WOODLANDS
PPP Coffee,cafe,103.8495213,1.291523,DOWNTOWN CORE
The Clueless Goat,cafe,103.8435284,1.3186623,NOVENA
Toast Box,cafe,103.8950312,1.3923977,SENGKANG
Luckin Coffee,cafe,103.846652,1.3267478,NOVENA
LiHO Tea,cafe,103.8543163,1.2999038,ROCHOR
Rochor Original Beancurd,cafe,103.8503627,1.3019749,ROCHOR
Starbucks,cafe,103.8637868,1.3097673,KALLANG
Starbucks,cafe,103.8507959,1.3496782,BISHAN
Starbucks,cafe,103.8496217,1.2813676,DOWNTOWN CORE
Starbucks,cafe,103.7645495,1.3154547,CLEMENTI
Starbucks,cafe,103.9531489,1.3424219,TAMPINES
Starbucks,cafe,103.8601111,1.2855822,DOWNTOWN CORE
Starbucks,cafe,103.7465924,1.3325334,JURONG EAST
Starbucks,cafe,103.8442827,1.3223895,NOVENA
Starbucks,cafe,103.7431812,1.3336388,JURONG EAST
Starbucks,cafe,103.8397587,1.3003536,ORCHARD
Starbucks,cafe,103.844261,1.3196911,NOVENA
Starbucks,cafe,103.8477685,1.2860675,DOWNTOWN CORE
Starbucks,cafe,103.8759647,1.3913556,SENGKANG
Starbucks,cafe,103.8931861,1.3172794,GEYLANG
Starbucks,cafe,103.8558511,1.2946412,DOWNTOWN CORE
Starbucks,cafe,103.8357929,1.3034077,ORCHARD
Starbucks,cafe,103.851882,1.2844628,DOWNTOWN CORE
Starbucks,cafe,103.8507296,1.2832693,DOWNTOWN CORE
Starbucks,cafe,103.8569179,1.2935204,DOWNTOWN CORE
Starbucks,cafe,103.8578336,1.2945843,DOWNTOWN CORE
Starbucks,cafe,103.8450443,1.2767691,DOWNTOWN CORE
Starbucks,cafe,103.842813,1.2928932,SINGAPORE RIVER
Starbucks,cafe,103.8468453,1.3271799,NOVENA
Starbucks,cafe,103.9494873,1.3723298,PASIR RIS
The Coffee Bean & Tea Leaf,cafe,103.8560278,1.2900103,DOWNTOWN CORE
The Coffee Bean & Tea Leaf,cafe,103.8437113,1.3203162,NOVENA
The Coffee Bean & Tea Leaf,cafe,103.8446137,1.2851115,OUTRAM
Two Men Bagel House,cafe,103.8430286,1.3207567,NOVENA
The Coffee Bean & Tea Leaf,cafe,103.8181018,1.2514979,SOUTHERN ISLANDS
The Coffee Bean & Tea Leaf,cafe,103.8462639,1.3103556,KALLANG
The Coffee Bean & Tea Leaf,cafe,103.8327412,1.3039763,ORCHARD
Dimbulah Mountain Estate Coffee,cafe,103.8568724,1.2956138,DOWNTOWN CORE
Ya Kun Family Cafe,cafe,103.8727521,1.350333,SERANGOON
Ya Kun Family Caf,cafe,103.87608,1.3914308,SENGKANG
Ya Kun Kaya Toast,cafe,103.8639537,1.310026,KALLANG
Ya Kun Kaya Toast,cafe,103.9899283,1.3615952,CHANGI
Ya Kun Kaya Toast,cafe,103.9500345,1.3724232,PASIR RIS
Ya Kun Kaya Toast,cafe,103.7875561,1.299145,QUEENSTOWN
Ya Kun Kaya Toast,cafe,103.7217852,1.3234392,JURONG EAST
Ya Kun Kaya Toast,cafe,103.8616556,1.3014736,ROCHOR
Ya Kun Kaya Toast,cafe,103.8356917,1.3033653,ORCHARD
Peoples Park Centre,cafe,103.8442264,1.285942,OUTRAM
Ya Kun Kaya Toast,cafe,103.8353782,1.3024953,ORCHARD
Ya Kun Kaya Toast,cafe,103.8327246,1.304962,ORCHARD
Toast Box,cafe,103.8851517,1.3596546,HOUGANG
Toast Box,cafe,103.8481755,1.3697957,ANG MO KIO
Toast Box,cafe,103.8729158,1.3504969,SERANGOON
Toast Box,cafe,103.8760371,1.3910825,SENGKANG
Toast Box,cafe,103.8623476,1.3018467,KALLANG
Toast Box,cafe,103.8562392,1.2898129,DOWNTOWN CORE
Toast Box,cafe,103.8450509,1.2855861,OUTRAM
Toast Box,cafe,103.8485189,1.3506929,BISHAN
Toast Box,cafe,103.8516421,1.3001127,ROCHOR
Toast Box,cafe,103.8499913,1.2844664,DOWNTOWN CORE
Toast Box,cafe,103.7950498,1.3311523,BUKIT TIMAH
Toast Box,cafe,103.8467662,1.3267783,NOVENA
The Expat Club,cafe,103.853366,1.3081764,ROCHOR
Drink Stall,cafe,103.7823578,1.3042173,QUEENSTOWN
Starbucks,cafe,103.9052702,1.3020216,MARINE PARADE
Starbucks,cafe,103.9052702,1.3020216,MARINE PARADE
Sedap Nasi Lemak,cafe,103.8435494,1.3185653,NOVENA
itea,cafe,103.8552719,1.3231546,NOVENA
Enak Enak Hong Kong Teahouse,cafe,103.9295433,1.3049908,BEDOK
PS. Cafe by the Sea,cafe,103.9243314,1.3041866,BEDOK
Mosanco Enchanted Cafe,cafe,103.8541177,1.3144604,KALLANG
Starbucks,cafe,103.9067174,1.298907,MARINE PARADE
St. Marc,cafe,103.9071006,1.2996459,MARINE PARADE
MEME Bistro Bar,cafe,103.8472295,1.3066129,ROCHOR
LiHO,cafe,103.7793285,1.3370416,BUKIT TIMAH
Aura Loft,cafe,103.861199,1.3103066,KALLANG
Black Fairy Coffee,cafe,103.8598823,1.3113381,KALLANG
Careshop de Cafe,cafe,103.8612304,1.3116731,KALLANG
One Man Coffee,cafe,103.7891696,1.2984772,QUEENSTOWN
Wheelers Market,cafe,103.867917,1.4093996,SELETAR
Whampoa Soya Bean & Grass Jelly Drinks,cafe,103.8543186,1.3231685,NOVENA
Central Hong Kong Caf,cafe,103.820126,1.256263,SOUTHERN ISLANDS
Breakfast at Fluffys,cafe,103.9023127,1.3093729,MARINE PARADE
Turkish Cafe,cafe,103.9075257,1.2999711,MARINE PARADE
Simply Bread,cafe,103.8143945,1.3225176,TANGLIN
Starbucks,cafe,103.8357397,1.4294131,YISHUN
Genius Central,cafe,103.8484992,1.2830895,OUTRAM
Refuel Cafe,cafe,103.9212563,1.3374219,BEDOK
Hei Kim Cafe,cafe,103.9068124,1.3181093,BEDOK
Batter batter,cafe,103.8501056,1.2999194,ROCHOR
Balance Coffee,cafe,103.8527268,1.3211032,NOVENA
Humble Origins,cafe,103.7713584,1.2987584,QUEENSTOWN
Olella Makan House,cafe,103.858052,1.3159676,KALLANG
20grams Roastery & Coffee Bar,cafe,103.8917439,1.3247686,GEYLANG
One Kueh At A Time Cafe,cafe,103.7493332,1.3145044,CLEMENTI
Arabica,cafe,103.859501,1.3009808,ROCHOR
One Man Coffee,cafe,103.8347488,1.352544,BISHAN
Columbus Coffee Co.,cafe,103.8354886,1.3529312,BISHAN
Hub & Spoke Cafe,cafe,103.9874084,1.3507939,CHANGI
Li Fa Yun Tun Noodles,cafe,103.8702273,1.3538942,SERANGOON
Knots Cafe and Living,cafe,103.8901123,1.3293161,GEYLANG
Fat Po,cafe,103.9172403,1.393035,PUNGGOL
Frienzie Bar & Bistro,cafe,103.9171976,1.39275,PUNGGOL
DRubinah  Punggol,cafe,103.9170625,1.3928622,PUNGGOL
Thus Coffee,cafe,103.8295882,1.3726514,ANG MO KIO
Daizu Caf,cafe,103.8534274,1.3153383,KALLANG
Alchemist,cafe,103.885973,1.3350013,TOA PAYOH
KOI Th Express,cafe,103.8341406,1.3032619,ORCHARD
KOI Th,cafe,103.8321463,1.2932285,SINGAPORE RIVER
The Ritual,cafe,103.8273856,1.3195578,TANGLIN
Hey Long Cha,cafe,103.8435921,1.3267614,NOVENA
Baristart Coffee,cafe,103.8145433,1.2541679,SOUTHERN ISLANDS
KOI Express,cafe,103.9866141,1.3563168,CHANGI
Kings Kart Coffee,cafe,103.8488243,1.3498099,BISHAN
KOI Th,cafe,103.8923611,1.3181631,GEYLANG
KOI Th,cafe,103.8926187,1.31773,GEYLANG
CHICHA San Chen,cafe,103.8484335,1.3693926,ANG MO KIO
Old Town White Coffee,cafe,103.8993204,1.2965103,MARINE PARADE
Gong Cha,cafe,103.8730795,1.3499657,SERANGOON
Kurasu,cafe,103.8519374,1.2984367,ROCHOR
Koi Th,cafe,103.9493422,1.3724372,PASIR RIS
Kopi & Tarts,cafe,103.9493923,1.37254,PASIR RIS
Fun Toast,cafe,103.9496162,1.3723846,PASIR RIS
LiHO TEA,cafe,103.9500058,1.3723537,PASIR RIS
Coffee Friends,cafe,103.7702958,1.3224011,CLEMENTI
Tinys Cafe,cafe,103.8527329,1.3212867,NOVENA
Little Rogue Coffee,cafe,103.8964814,1.3039056,MARINE PARADE
Each A Cup,cafe,103.9136996,1.332857,BEDOK
Alchemy,cafe,103.8517478,1.3018944,ROCHOR
Old Street Victoria Cafe,cafe,103.8524833,1.2970186,ROCHOR
Tiger Sugar,cafe,103.8357053,1.3033073,ORCHARD
Coffee Bean,cafe,103.7467482,1.3968643,CHOA CHU KANG
Gong Cha,cafe,103.7725996,1.3045784,QUEENSTOWN
NANO PARTEA,cafe,103.7735219,1.3040759,QUEENSTOWN
Koi Cafe,cafe,103.9058512,1.3027655,MARINE PARADE
LiHO TEA,cafe,103.9060537,1.301731,MARINE PARADE
Tiong Bahru Bakery,cafe,103.8457012,1.2923537,MUSEUM
Caracara,cafe,103.8421939,1.2791644,OUTRAM
Chicha San Chen,cafe,103.8433339,1.3199657,NOVENA
The Coffee Bean & Tea Leaf,cafe,103.8325447,1.3048966,ORCHARD
Oatberry Cafe,cafe,103.832922,1.305797,ORCHARD
Cafe 134,cafe,103.7642557,1.3024231,CLEMENTI
Heavenly Wang,cafe,103.8341246,1.3033166,ORCHARD
Central Hong Kong Caf,cafe,103.8226738,1.2649566,BUKIT MERAH
So Good Char Chan Tang,cafe,103.8338424,1.359643,BISHAN
Gong Cha,cafe,103.9636215,1.3406852,TAMPINES
The Lwef Shack,cafe,103.8176151,1.40099,YISHUN
Banchong Cafe,cafe,103.8643917,1.3122393,KALLANG
Habitat,cafe,103.8611527,1.309146,KALLANG
Orange and Teal,cafe,103.7886196,1.3052396,QUEENSTOWN
Gong He Guan,cafe,103.8451625,1.2840256,OUTRAM
The communal place,cafe,103.9046243,1.3066884,MARINE PARADE
The Communal Place,cafe,103.9046349,1.3066838,MARINE PARADE
Yugoslavia Bakery & Cafe,cafe,103.9031223,1.3034752,MARINE PARADE
Bread & Hearth,cafe,103.9028381,1.3039154,MARINE PARADE
Totoi Toast,cafe,103.9049711,1.305106,MARINE PARADE
The Coffee Bean & Tea Leaf,cafe,103.8299189,1.2953283,TANGLIN
Joe & Dough,cafe,103.8583694,1.2993966,DOWNTOWN CORE
So France,cafe,103.857976,1.2991583,DOWNTOWN CORE
Kaffe & Toast,cafe,103.8359854,1.2788501,BUKIT MERAH
Nami Caf,cafe,103.775718,1.2943392,QUEENSTOWN
Clap Cafe,cafe,103.8518484,1.298511,ROCHOR
Au Croissant,cafe,103.863984,1.3102708,KALLANG
Maxi Coffee Bar,cafe,103.8453728,1.2814584,OUTRAM
Huggs Coffee,cafe,103.8467579,1.2890011,SINGAPORE RIVER
Starbucks,cafe,103.8534409,1.2935431,DOWNTOWN CORE
Nine Fresh Desserts Taiwan,cafe,103.7809593,1.2965347,QUEENSTOWN
BingDorDor,cafe,103.886106,1.3613794,HOUGANG
Gong cha ,cafe,103.8511021,1.2842831,DOWNTOWN CORE
Penny University,cafe,103.9121413,1.3087996,BEDOK
Group therapy,cafe,103.8471823,1.2837294,OUTRAM
Mei Heong Yuen Dessert,cafe,103.8564471,1.2981121,DOWNTOWN CORE
SweetSpot Cafe,cafe,103.8595009,1.2863674,DOWNTOWN CORE
Old Tea Hut,cafe,103.8512304,1.2844106,DOWNTOWN CORE
OnlyCreamery Gelato,cafe,103.8438376,1.2831405,OUTRAM
Glyph Supply Co.,cafe,103.8375879,1.3003974,ORCHARD
Benches Cafe,cafe,103.768143,1.2998197,CLEMENTI
Apartment,cafe,103.8499002,1.3027571,ROCHOR
Wan Mei ,cafe,103.9019974,1.3047017,MARINE PARADE
brill.,cafe,103.8144828,1.3225302,TANGLIN
Han Bing Korean Cafe,cafe,103.8137976,1.3226573,TANGLIN
Ten,cafe,103.726643,1.3838489,WESTERN WATER CATCHMENT
Venture Drive Coffee,cafe,103.6805214,1.3469781,WESTERN WATER CATCHMENT
Connect 71 Cafe,cafe,103.6816276,1.3482745,WESTERN WATER CATCHMENT
CHICHA San Chen,cafe,103.9493459,1.3724532,PASIR RIS
Fuel X,cafe,103.8695646,1.3284682,TOA PAYOH
Nine Fresh,cafe,103.6802064,1.3470082,WESTERN WATER CATCHMENT
Yilin Likes Tea,cafe,103.6807038,1.3472263,WESTERN WATER CATCHMENT
Common Man Coffee Roasters,cafe,103.9006114,1.312062,GEYLANG
Black & White,cafe,103.8515146,1.3245606,NOVENA
Ya Kun Kaya Toast,cafe,103.8509699,1.3250466,NOVENA
The Coffee Bean & Tea Leaf,cafe,103.8510462,1.3249764,NOVENA
Wanna Cuppa,cafe,103.8476405,1.2889342,SINGAPORE RIVER
bommoi,cafe,103.8496298,1.2943519,MUSEUM
Brawns & Brains,cafe,103.9073597,1.3074195,MARINE PARADE
Starbucks,cafe,103.8367052,1.2893337,SINGAPORE RIVER
Entre-Nous Creperie,cafe,103.8546474,1.2961846,DOWNTOWN CORE
The Alley,cafe,103.8511002,1.3249372,NOVENA
The Community Roastery & Cafe,cafe,103.8614297,1.3115704,KALLANG
Each a Cup,cafe,103.9213072,1.3372597,BEDOK
Yoons Social Kitchen,cafe,103.8791597,1.3335251,TOA PAYOH
Joan Bowen Cafe,cafe,103.8742331,1.3302348,TOA PAYOH
Pestle & Mortar Society,cafe,103.8848648,1.3324831,GEYLANG
iTEA,cafe,103.7761623,1.3423637,BUKIT TIMAH
iTea,cafe,103.8349709,1.417027,YISHUN
Yahava KoffeeWorks,cafe,103.8281363,1.3835995,ANG MO KIO
Yat Ka Yan,cafe,103.8519857,1.3005271,ROCHOR
Routine Cafe & Bar,cafe,103.8431713,1.2779682,OUTRAM
Hey Slow Joe,cafe,103.8577406,1.3166281,KALLANG
Louisa Coffee,cafe,103.8578159,1.297838,DOWNTOWN CORE
Dawn,cafe,103.8478323,1.2868367,SINGAPORE RIVER
Bao Er Cafe,cafe,103.8503767,1.3258195,NOVENA
Duke Dessert,cafe,103.8519615,1.3004886,ROCHOR
Luckin Coffee,cafe,103.864012,1.3101652,KALLANG
Cafe Wabi Sabi,cafe,103.9020572,1.3100472,GEYLANG
Venture Drive Coffee,cafe,103.6832488,1.341901,WESTERN WATER CATCHMENT
GeloBuna,cafe,103.8142669,1.3227733,TANGLIN
PRAIRIE by Craftsmen,cafe,103.8140713,1.3227096,TANGLIN
C Patisserie,cafe,103.8566566,1.3081422,ROCHOR
Rae Cafe,cafe,103.8565476,1.3082275,ROCHOR
Good Morning Nanyang Cafe,cafe,103.8338507,1.3071143,ORCHARD
Community Coffee,cafe,103.8337311,1.3072663,ORCHARD
Tanamera Coffee,cafe,103.7915874,1.3059666,QUEENSTOWN
Tanamera Coffee,cafe,103.8573705,1.2912956,DOWNTOWN CORE
Tanamera Coffee,cafe,103.8491468,1.2839522,OUTRAM
TA Community,cafe,103.8582638,1.3152152,KALLANG
Palace Tea,cafe,103.8458916,1.3267167,NOVENA
suns Living Room,cafe,103.8494325,1.2945393,MUSEUM
Salted Caramel,cafe,103.7905019,1.2877037,QUEENSTOWN
Toast & Curry,cafe,103.8175731,1.2519526,SOUTHERN ISLANDS
Starbucks,cafe,103.8190757,1.2543718,SOUTHERN ISLANDS
Staple Food,cafe,103.9002096,1.3123362,GEYLANG
Better Days Cafe & Bar,cafe,103.7767806,1.3424457,BUKIT TIMAH
Ceres,cafe,103.8490542,1.2874228,SINGAPORE RIVER
Ah Chew Desserts,cafe,103.8362821,1.3014187,ORCHARD
Little Glass Stand,cafe,103.851847,1.2842305,DOWNTOWN CORE
La Teh,cafe,103.8630934,1.3121694,KALLANG
Brawn & Brains Coffee,cafe,103.8609813,1.3112614,KALLANG
Keong Saik Bakery,cafe,103.8627427,1.316401,KALLANG
Main Street Commissary,cafe,103.8556726,1.3081408,ROCHOR
Five Oars Coffee Roasters,cafe,103.9255435,1.3123785,BEDOK
No Strangers Here,cafe,103.8606402,1.301569,ROCHOR
Generation Coffee,cafe,103.8504026,1.3059769,ROCHOR
Foreword Coffee,cafe,103.8560517,1.2896753,DOWNTOWN CORE
Mr Teh Tarik Deli,cafe,103.949235,1.3725662,PASIR RIS
Luckin Coffee,cafe,103.9499932,1.3723666,PASIR RIS
Yan Xi Tang,cafe,103.9496037,1.372417,PASIR RIS
Boost Juice,cafe,103.9493987,1.3725698,PASIR RIS
AtTea,cafe,103.9484554,1.3735607,PASIR RIS
Toast Box,cafe,103.9487966,1.3737164,PASIR RIS
Kazo Caf,cafe,103.9485412,1.3736131,PASIR RIS
Luckin Coffee,cafe,103.9486113,1.3737931,PASIR RIS
Tim Hortons,cafe,103.9486965,1.3739806,PASIR RIS
Yi Fang Tea,cafe,103.9486646,1.3737439,PASIR RIS
Kopi & Tarts,cafe,103.8398351,1.3024858,ORCHARD
Kopi Place,cafe,103.8575582,1.2993393,DOWNTOWN CORE
Sloth and Messenger Coffee,cafe,103.8888087,1.3147029,GEYLANG
Luckin Coffee,cafe,103.8574813,1.29936,DOWNTOWN CORE
Killiney Kopitiam,cafe,103.8576852,1.2991064,DOWNTOWN CORE
Sourdough & Brew,cafe,103.8577736,1.3166333,KALLANG
The Good Boys,cafe,103.8863397,1.3361758,TOA PAYOH
Cafe Monochrome,cafe,103.852392,1.3015292,ROCHOR
Monday Coffee Bar,cafe,103.763775,1.3222735,CLEMENTI
OLLA,cafe,103.7684162,1.3184666,CLEMENTI
Sourdough & Brew,cafe,103.8577736,1.3166333,KALLANG
Cafe Monochrome,cafe,103.852392,1.3015292,ROCHOR
The Good Boys,cafe,103.8863397,1.3361758,TOA PAYOH
brwd / KINN,cafe,103.8478419,1.2873871,SINGAPORE RIVER
Petra Haven,cafe,103.8579145,1.3026882,ROCHOR
Dal.Komm Playground,cafe,103.8574305,1.2967994,DOWNTOWN CORE
Workspace Grains  Cafe by Cedele,cafe,103.8577138,1.2967652,DOWNTOWN CORE
LiHo Tea,cafe,103.7604782,1.3800254,CHOA CHU KANG
Brewprint Coffee,cafe,103.9523443,1.3497358,TAMPINES
Cofreely,cafe,103.857845,1.3083302,KALLANG
The Jip & Lab,cafe,103.7860677,1.2796755,QUEENSTOWN
Xo Cafe,cafe,103.7860063,1.2798098,QUEENSTOWN
The Dine & Wine Cafe,cafe,103.7861137,1.2797916,QUEENSTOWN
Rise,cafe,103.8681339,1.3325212,TOA PAYOH
Revelry,cafe,103.773289,1.3408518,BUKIT TIMAH
The Signature Pattisserie,cafe,103.7733806,1.3408442,BUKIT TIMAH
Great Nanyang Heritage Cafe,cafe,103.8377278,1.3002883,ORCHARD
Goodwill Cafeteria,cafe,103.8575644,1.3019899,ROCHOR
ECHO House,cafe,103.8452748,1.2805108,DOWNTOWN CORE
Pacto by Parchmen,cafe,103.8451784,1.2804574,DOWNTOWN CORE
Kyuukei Coffee,cafe,103.8452894,1.2803988,DOWNTOWN CORE
Ton Coffee,cafe,103.8443651,1.3207405,NOVENA
Mr Bean,cafe,103.8450359,1.2852484,OUTRAM
Ya Kun Kaya Toast,cafe,103.844666,1.2850252,OUTRAM
amps tea,cafe,103.8450778,1.2854449,OUTRAM
Chia Puddies,cafe,103.8469232,1.289232,SINGAPORE RIVER
Gong Cha,cafe,103.8357588,1.4292528,YISHUN
2050 Coffee,cafe,103.8600991,1.3006307,ROCHOR
Borderless Coffee,cafe,103.8439245,1.2782794,OUTRAM
Dlifrance,cafe,103.9450895,1.3542643,TAMPINES
Heytea,cafe,103.9450241,1.353886,TAMPINES
Boh Geh Uncle Canteen,cafe,103.8728648,1.4095093,SELETAR
Finally Coffee,cafe,103.8584417,1.3022587,ROCHOR
Craftsmen Coffee,cafe,103.8407577,1.2922981,RIVER VALLEY
Knead Kopi,cafe,103.8083194,1.3295219,BUKIT TIMAH
toi.kofihaus,cafe,103.859547,1.3321785,TOA PAYOH
State Of Mind,cafe,103.8366534,1.4252902,YISHUN
Coffee Near Me,cafe,103.82682,1.3757642,ANG MO KIO
Suzuki Cafe and Roastery,cafe,103.7136333,1.3340653,JURONG WEST
The Coffee Bean and Tea Leaf - Tampines Mart,cafe,103.9605327,1.3545661,TAMPINES
The Coffee Bean & Tea Leaf,cafe,103.9546385,1.3532533,TAMPINES
Douly Coffee,cafe,103.8563983,1.3240523,NOVENA
Homeground Coffee,cafe,103.7887334,1.333524,BUKIT TIMAH
Breakfast Grill,cafe,103.7737423,1.3408335,BUKIT TIMAH
Por Kee Eating House 1996,cafe,103.8327821,1.2841622,BUKIT MERAH
Verde,cafe,103.8620107,1.3016848,ROCHOR
The Black Sheep Cafe,cafe,103.8535672,1.3078543,ROCHOR
Letoile,cafe,103.8523477,1.3147759,KALLANG
That Coffee Place,cafe,103.9013698,1.3946348,SENGKANG
Park  Holland Village,cafe,103.795539,1.3117784,QUEENSTOWN
Chow Cute,cafe,103.8677572,1.4083289,SELETAR
Da Paolo Gastronomia,cafe,103.8597123,1.2859905,DOWNTOWN CORE
The Coffee Bean & Tea Leaf,cafe,103.9901555,1.3602993,CHANGI
Starbucks,cafe,103.9050895,1.3019956,MARINE PARADE
Starbucks,cafe,103.859574,1.293581,DOWNTOWN CORE
Ya Kun Kaya Toast,cafe,103.8173075,1.2898135,BUKIT MERAH
Suki-ya,restaurant,103.8854848,1.3594895,HOUGANG
Jumbo Seafood,restaurant,103.9306772,1.3051479,BEDOK
Jumbo Seafood Gallery,restaurant,103.8483036,1.2892876,SINGAPORE RIVER
Como Cuisine,restaurant,103.8105878,1.3058557,TANGLIN
Jumbo Seafood  Dempsey,restaurant,103.8099818,1.3043031,TANGLIN
Margaritas,restaurant,103.8102061,1.3039505,TANGLIN
Roia,restaurant,103.8153732,1.3149885,TANGLIN
Liad Fan Hong Kong Soy Sauce Chicken Rice & Noodle,restaurant,103.8432653,1.2819879,OUTRAM
Empress Road Food Centre,restaurant,103.8054965,1.3161183,BUKIT TIMAH
The Cheese Prata Shop,restaurant,103.7685707,1.2928553,QUEENSTOWN
La Villa,restaurant,103.8335603,1.2956087,RIVER VALLEY
Boon Tong Kee ,restaurant,103.8294198,1.2951492,TANGLIN
Siam Society,restaurant,103.867461,1.3475169,SERANGOON
Foods Treasure,restaurant,103.8448031,1.3353326,TOA PAYOH
Lorong 4 Blk 93 Market and Hawker Centre,restaurant,103.84944,1.338447,TOA PAYOH
Udon Don Bar,restaurant,103.7742248,1.30378,QUEENSTOWN
Hongdae Korean BBQ,restaurant,103.841753,1.2790473,OUTRAM
Casuarina Curry,restaurant,103.8280889,1.3771592,ANG MO KIO
High Tide Bistro & Bar,restaurant,103.9524847,1.311539,BEDOK
TungLok Seafood,restaurant,103.8654257,1.284366,MARINA SOUTH
Marguerite,restaurant,103.8640308,1.2848639,MARINA SOUTH
Yum Cha Chinatown,restaurant,103.8439174,1.2829189,OUTRAM
Ghim Moh Road Food Centre,restaurant,103.788146,1.3109539,QUEENSTOWN
Fusion Spoon,restaurant,103.818364,1.3077804,TANGLIN
Fico,restaurant,103.9462428,1.3105383,BEDOK
Sakunthalas,restaurant,103.8557553,1.3092868,ROCHOR
Hard Rock Cafe,restaurant,103.8281771,1.3058867,ORCHARD
Black Angus Steak House,restaurant,103.8281974,1.3066734,ORCHARD
Gerrys Grill,restaurant,103.8405848,1.302835,ORCHARD
Dashi Master Marusaya,restaurant,103.8373277,1.2899821,SINGAPORE RIVER
Long Beach  Robertson Quay,restaurant,103.8391163,1.2896744,SINGAPORE RIVER
Kingdom of Belgians - KOB,restaurant,103.8374995,1.2898683,SINGAPORE RIVER
Modestos,restaurant,103.8282448,1.3065868,ORCHARD
Jaan,restaurant,103.8533008,1.2931658,DOWNTOWN CORE
Bosses,restaurant,103.8209327,1.2635998,BUKIT MERAH
Shinji by Kanesaka,restaurant,103.854586,1.2947239,DOWNTOWN CORE
Casa Vostra,restaurant,103.8532339,1.2932247,DOWNTOWN CORE
Tim Ho Wan,restaurant,103.8452525,1.2998171,MUSEUM
Tang Tea House,restaurant,103.9470924,1.3316442,BEDOK
Capital Restaurant Pte Ltd,restaurant,103.8409356,1.2809399,OUTRAM
Grand Mandarina,restaurant,103.840884,1.2808779,OUTRAM
De Classic Golden Spoon Pte Ltd,restaurant,103.8333755,1.2837821,BUKIT MERAH
Nic & Tom Eatery,restaurant,103.8444911,1.2816392,OUTRAM
Lee Tong Kee Ipoh Hor Fun Restaurant,restaurant,103.8447442,1.2815637,OUTRAM
Ya Hua Bak Kut Teh,restaurant,103.842093,1.272243,BUKIT MERAH
New Green Pasture Cafe (),restaurant,103.8520905,1.3006065,ROCHOR
Picotin,restaurant,103.853485,1.2870413,DOWNTOWN CORE
Charlies Corner 01-70,restaurant,103.988457,1.3890699,CHANGI
Ci Yan Organic Vegetarian Health Food,restaurant,103.844863,1.2819958,OUTRAM
Ah Hua Kelong,restaurant,103.8678687,1.3472011,SERANGOON
Sunset Grill & Pub,restaurant,103.8729026,1.3968182,SENGKANG
Malaysia Boleh,restaurant,103.7051262,1.3389358,JURONG WEST
Shish Mahal,restaurant,103.8505894,1.3040995,ROCHOR
Tippling Club,restaurant,103.8437631,1.2794906,OUTRAM
Shahi Maharani,restaurant,103.8532974,1.293561,DOWNTOWN CORE
Eight Treasures Vegetarian,restaurant,103.84452,1.2811836,OUTRAM
New Hawa Restaurant,restaurant,103.91906,1.3267231,BEDOK
Jacks Place,restaurant,103.7059545,1.3348741,JURONG WEST
Brewerkz,restaurant,103.828079,1.3067957,ORCHARD
Food Lot,restaurant,103.8230452,1.3055197,TANGLIN
Fo You Yuan Vegetarian Restaurant (),restaurant,103.8569267,1.3101066,KALLANG
New Fut Kai Vegetarian Restaurant (),restaurant,103.8587282,1.3106195,KALLANG
Zen Fut Sai Kai Vegetarian Restaurant (),restaurant,103.8572009,1.3098037,KALLANG
Xin Man Yuan Vegetarian Restaurant (),restaurant,103.8441611,1.2859065,OUTRAM
The REAL Hut (),restaurant,103.87878,1.317406,GEYLANG
Delisnacks (),restaurant,103.8797121,1.3170358,GEYLANG
Mufiz Prata Corner,restaurant,103.8780271,1.3122972,GEYLANG
Hong Kong Dim Sum Shop,restaurant,103.8521025,1.3002619,ROCHOR
Kwan Im Vegetarian Restaurant (),restaurant,103.8532332,1.3010141,ROCHOR
Xing Hua Vegetarian Restaurant (),restaurant,103.8519219,1.3005082,ROCHOR
Herbivore,restaurant,103.8520335,1.3006382,ROCHOR
Tekka Food Centre,restaurant,103.850545,1.3059833,ROCHOR
Joshs Grill,restaurant,103.8386801,1.3011549,ORCHARD
