name,category,lon,lat,district
Hokkai Villa,restaurant,103.8483817,1.2836252,OUTRAM
Pizza Art,restaurant,103.8378541,1.2897728,SINGAPORE RIVER
Ayer Rajah Food Centre,restaurant,103.7597685,1.3117753,CLEMENTI
Pipes By Hattendo,restaurant,103.8405451,1.2803357,OUTRAM
Song Fa Bak Kut Teh,restaurant,103.8476105,1.2888992,SINGAPORE RIVER
Himalaya Kitchen,restaurant,103.8840938,1.3323193,GEYLANG
Vegetarian Villas,restaurant,103.7245606,1.3470693,JURONG WEST
Sukiya ,restaurant,103.8447319,1.3005963,MUSEUM
Royal Host,restaurant,103.8339801,1.3031267,ORCHARD
Balestier Road Hoover Rojak,restaurant,103.8551526,1.3229085,NOVENA
True Blue Cuisine,restaurant,103.8493977,1.2945459,MUSEUM
Lime,restaurant,103.8465873,1.2855401,OUTRAM
Santis,restaurant,103.8479771,1.2815704,OUTRAM
Fumee by Habanos,restaurant,103.8595985,1.2918106,DOWNTOWN CORE
dnergy,restaurant,103.8596709,1.2934273,DOWNTOWN CORE
Real Food,restaurant,103.8403755,1.3004926,ORCHARD
Real Food,restaurant,103.8556552,1.2942934,DOWNTOWN CORE
Mata Thai Restaurant,restaurant,103.9137024,1.3324543,BEDOK
Al Thohirah Restaurant,restaurant,103.9141905,1.3319904,BEDOK
Kampong Eating House,restaurant,103.9137185,1.3323739,BEDOK
7 Stars,restaurant,103.8899278,1.399037,SENGKANG
Al-Fazl Restaurant,restaurant,103.9155399,1.3330859,BEDOK
Seafood Paradise ,restaurant,103.8449476,1.2897151,SINGAPORE RIVER
Gaku Sushi Bar,restaurant,103.9550319,1.3764756,PASIR RIS
Royal Palm,restaurant,103.8447463,1.4112753,YISHUN
Cafe Football Singapore,restaurant,103.8677736,1.3426092,TOA PAYOH
Mrs Pho House,restaurant,103.8522979,1.3178021,KALLANG
Loos Hainanese Curry Rice,restaurant,103.8324177,1.284741,BUKIT MERAH
Genki Sushi,restaurant,103.844883,1.2848171,OUTRAM
Lai Huat Seafood Restaurant,restaurant,103.8608702,1.3105727,KALLANG
Xin Yue Lai Bak Kut Teh,restaurant,103.8612506,1.3102461,KALLANG
il Cielo,restaurant,103.8293823,1.3058888,ORCHARD
Opus Bar & Grill,restaurant,103.829144,1.3059597,ORCHARD
Leong Ji Kitchen,restaurant,103.8689949,1.3503113,SERANGOON
Perfect 12 Food Paradise,restaurant,103.8975872,1.3857428,SENGKANG
Mitsuba Japanese Restaurant,restaurant,103.8463927,1.2890626,SINGAPORE RIVER
En Sushi,restaurant,103.8536705,1.2990204,ROCHOR
Good Year Coffee Shop,restaurant,103.9265976,1.3666275,PAYA LEBAR
Good Year Seafood Village,restaurant,103.9265473,1.3666176,PAYA LEBAR
Chin Sin Huan Eating House,restaurant,103.8836242,1.3021372,KALLANG
Tenderbest Makcik Tuckshop,restaurant,103.8843634,1.3982967,SENGKANG
Mr. Prata,restaurant,103.9220469,1.3378811,BEDOK
Ming Chung 1933,restaurant,103.8579017,1.3082965,KALLANG
Red Star,restaurant,103.8411551,1.2874606,OUTRAM
French Fold,restaurant,103.8471857,1.2800594,OUTRAM
Hoo Kee Bak Chang,restaurant,103.8158846,1.2835316,BUKIT MERAH
Hoo Kee Bak Chang,restaurant,103.8467746,1.2794314,DOWNTOWN CORE
The Three Elephants,restaurant,103.8159423,1.283761,BUKIT MERAH
Selegie Soya Bean,restaurant,103.8728948,1.3964833,SENGKANG
Pizza Hut,restaurant,103.8728366,1.3958465,SENGKANG
Mongolia Taste ,restaurant,103.8387905,1.298084,RIVER VALLEY
Jew Kit,restaurant,103.8388468,1.2981523,RIVER VALLEY
Killiney Curry Puff,restaurant,103.8390587,1.2983815,RIVER VALLEY
Korea House,restaurant,103.8391341,1.2984794,RIVER VALLEY
87 Just Thai,restaurant,103.8396011,1.2989896,RIVER VALLEY
Jeongs Jjajang,restaurant,103.8393359,1.2986745,RIVER VALLEY
Orh-Kee Noodles ,restaurant,103.8394808,1.2988408,RIVER VALLEY
Shi Shuang Chuan Wei Hotpot,restaurant,103.8261337,1.4269043,MANDAI
Nawabs Briyani,restaurant,103.8261807,1.4270649,MANDAI
Eat First,restaurant,103.9240251,1.3128194,BEDOK
Jin Wee Restaurant,restaurant,103.925053,1.3124148,BEDOK
Xin Wang Hong Kong Cafe,restaurant,103.9247833,1.3128384,BEDOK
Trattoria Amanda,restaurant,103.8479873,1.2803859,OUTRAM
The White Rocket,restaurant,103.8477289,1.2799611,OUTRAM
Raku Raku,restaurant,103.8477031,1.2799188,OUTRAM
Eighteen By Three,restaurant,103.8476753,1.2798732,OUTRAM
Souperich,restaurant,103.8476457,1.2798245,OUTRAM
LeNu,restaurant,103.8219776,1.2636712,BUKIT MERAH
Wang Tian Kitchen,restaurant,103.8369021,1.2772384,BUKIT MERAH
Mr. Uncle & Auntie,restaurant,103.8505735,1.3077717,ROCHOR
Mustard,restaurant,103.8506749,1.3079397,ROCHOR
Happy Seafood Village,restaurant,103.8811697,1.3130496,GEYLANG
Banh Mi Thit,restaurant,103.8853398,1.3138972,GEYLANG
Simply Wrapps,restaurant,103.8523795,1.2839956,DOWNTOWN CORE
Banh Mi Brothers,restaurant,103.8523312,1.2840861,DOWNTOWN CORE
Guacamole 360 Degree,restaurant,103.8529986,1.2837123,DOWNTOWN CORE
The Pelican,restaurant,103.8538824,1.2852254,DOWNTOWN CORE
PS.Cafe,restaurant,103.8541399,1.2863798,DOWNTOWN CORE
Saizeriya,restaurant,103.8494612,1.3330827,TOA PAYOH
Baekjung,restaurant,103.8488604,1.2829456,OUTRAM
Fresh Plus,restaurant,103.8514848,1.2789839,DOWNTOWN CORE
Wheat Baumkuchen,restaurant,103.8507244,1.2787425,DOWNTOWN CORE
Non Neng Ji,restaurant,103.8523812,1.2842755,DOWNTOWN CORE
Colony,restaurant,103.8602408,1.2908946,DOWNTOWN CORE
Odette,restaurant,103.851523,1.2899467,DOWNTOWN CORE
National Kitchen,restaurant,103.8520323,1.2908177,DOWNTOWN CORE
Hachi,restaurant,103.8512809,1.289515,DOWNTOWN CORE
Yn,restaurant,103.8517102,1.2902368,DOWNTOWN CORE
Art di Daniele Sperindio,restaurant,103.8519927,1.2907462,DOWNTOWN CORE
Waku Ghin,restaurant,103.8590156,1.2838861,DOWNTOWN CORE
The Halia,restaurant,103.8149868,1.3113613,TANGLIN
Les Amis,restaurant,103.8313124,1.306608,ORCHARD
Rakuichi,restaurant,103.8104309,1.3032714,TANGLIN
Ippoh Tempura Bar,restaurant,103.8101389,1.3057463,TANGLIN
Candlenut,restaurant,103.810034,1.3058126,TANGLIN
RedDot BrewHouse,restaurant,103.8115096,1.3061481,TANGLIN
Morsels,restaurant,103.8120148,1.3058715,TANGLIN
Long Beach  Dempsey,restaurant,103.8119089,1.3060362,TANGLIN
Tree Lizard,restaurant,103.8120843,1.3060067,TANGLIN
Blu Kouzina,restaurant,103.8103807,1.3034603,TANGLIN
Pho Street,restaurant,103.8508754,1.281274,DOWNTOWN CORE
L32 Handmade Noodles,restaurant,103.8870129,1.3139383,GEYLANG
True Veggie,restaurant,103.8836905,1.3154884,GEYLANG
Heng Long Teochew Porridge Rice,restaurant,103.8604914,1.3041929,ROCHOR
Camp Kilo Charcoal Club,restaurant,103.8661228,1.3060099,KALLANG
The Curry Culture,restaurant,103.8401555,1.3018681,ORCHARD
Paper Rice,restaurant,103.8450315,1.3000468,MUSEUM
Relish,restaurant,103.814484,1.3226598,TANGLIN
The Colonial at Scotts,restaurant,103.8351667,1.3107925,NEWTON
Ah Hock Fried HokkienMee,restaurant,103.8665843,1.36431,SERANGOON
Ang Mo Kio 409 Fried Carrot Cake 24,restaurant,103.8665255,1.3643368,SERANGOON
Chomp Chomp Satay 34,restaurant,103.8664288,1.3643722,SERANGOON
Ang Sa Lee Oyster Omelette 33,restaurant,103.8664649,1.3643603,SERANGOON
Chong Pang Huat 26,restaurant,103.8666122,1.3642961,SERANGOON
Rex,restaurant,103.849943,1.2997545,ROCHOR
Our Place Bistro,restaurant,103.8046429,1.315844,BUKIT TIMAH
Soon Heng Rojak,restaurant,103.8477809,1.332528,TOA PAYOH
Cavemen,restaurant,103.8438484,1.3267958,NOVENA
Otou San,restaurant,103.8465593,1.3268252,NOVENA
Chui Huay Lim Teochew Cuisine,restaurant,103.841296,1.3138127,NOVENA
Cheng Mun Chee Kee Pig Organ Soup,restaurant,103.8600475,1.3122215,KALLANG
Old Airport Road Lor Mee,restaurant,103.843351,1.326765,NOVENA
Whampoa Keng,restaurant,103.8449687,1.3267023,NOVENA
Box n Sticks,restaurant,103.9112318,1.3085737,BEDOK
Yolo Icon Village,restaurant,103.8445204,1.2748018,DOWNTOWN CORE
Wanton,restaurant,103.8605592,1.3133394,KALLANG
Haig Road Putu Piring,restaurant,103.845696,1.3721355,ANG MO KIO
Yu Long Dua Hotpot,restaurant,103.8474267,1.3268157,NOVENA
Sanook Kitchen,restaurant,103.8467759,1.3270736,NOVENA
Paradise Dynasty,restaurant,103.8506091,1.2915512,DOWNTOWN CORE
Sukiya ,restaurant,103.8501924,1.291438,DOWNTOWN CORE
Yi Jia Buangkok Eating House,restaurant,103.8792515,1.3808568,HOUGANG
Tanamera Coffee,restaurant,103.8373625,1.289959,SINGAPORE RIVER
The Boiler,restaurant,103.8564281,1.2896513,DOWNTOWN CORE
D.O.P Mozzarella Bar & Restaurant,restaurant,103.8391107,1.2901854,SINGAPORE RIVER
Bonchon Chicken,restaurant,103.895304,1.3923036,SENGKANG
Genki Sushi,restaurant,103.8952659,1.3923524,SENGKANG
Plank Sourdough Pizza,restaurant,103.8122224,1.3035511,TANGLIN
Indosunda,restaurant,103.8417058,1.321042,NOVENA
Sinn Ji Hainanese Chicken Rice,restaurant,103.8419595,1.3205918,NOVENA
Braseiro,restaurant,103.8418353,1.3208715,NOVENA
Food Junction,restaurant,103.7430765,1.3343063,JURONG EAST
Lees Taiwanese,restaurant,103.7564571,1.3204428,CLEMENTI
Din Tai Fung,restaurant,103.839552,1.3018245,ORCHARD
Ah Loy Thai,restaurant,103.8567011,1.2983834,DOWNTOWN CORE
Niu Dian Beef Noodles,restaurant,103.8458437,1.3267031,NOVENA
New Ubin,restaurant,103.846673,1.327287,NOVENA
The Coastal Settlement,restaurant,103.9779059,1.389125,CHANGI
Hokkien Man Hokkien Mee (1913 Coffeeshop),restaurant,103.8564664,1.3357407,TOA PAYOH
LeNu Chef Wais Noodle Bar,restaurant,103.8557831,1.2996935,DOWNTOWN CORE
Miss Tangs Rice Noodle ,restaurant,103.8505824,1.2916861,DOWNTOWN CORE
Sushi Zushi,restaurant,103.8506452,1.2916362,DOWNTOWN CORE
LeNu,restaurant,103.8496516,1.2915501,DOWNTOWN CORE
Keisuke Plus,restaurant,103.8494513,1.291557,DOWNTOWN CORE
Sque Rotisserie & Alehouse,restaurant,103.8462625,1.2892005,SINGAPORE RIVER
Marutama Ra-Men,restaurant,103.8462786,1.2888968,SINGAPORE RIVER
51 Soho,restaurant,103.8492156,1.2828952,DOWNTOWN CORE
The Soup Spoon,restaurant,103.848483,1.3693563,ANG MO KIO
Beach Road Kitchen,restaurant,103.855953,1.2948096,DOWNTOWN CORE
Food court,restaurant,103.8836743,1.3135688,GEYLANG
Prata Rajah,restaurant,103.8288804,1.3713321,ANG MO KIO
Din Tai Fung,restaurant,103.8506574,1.2835408,DOWNTOWN CORE
Din Tai Fung,restaurant,103.8570026,1.2937206,DOWNTOWN CORE
Muchachos,restaurant,103.8471016,1.2790159,DOWNTOWN CORE
Ye Shang Hai Teochew porridge,restaurant,103.8133284,1.2868335,BUKIT MERAH
Putien,restaurant,103.8568578,1.2934218,DOWNTOWN CORE
Bao Mei Boneless Chicken Rice,restaurant,103.7824029,1.3041915,QUEENSTOWN
Dover Village XO Fishhead Bee Hoon,restaurant,103.7824288,1.3041768,QUEENSTOWN
The Skewer Bar,restaurant,103.882707,1.3135732,GEYLANG
Chai Chee Pork Porridge,restaurant,103.9388842,1.3318338,BEDOK
Moks Thai Cuisine,restaurant,103.8834859,1.313141,GEYLANG
Song Fa Bak Kut Teh,restaurant,103.8761154,1.3916604,SENGKANG
58 Prawn Noodle,restaurant,103.9204745,1.3368673,BEDOK
Natures Nutrition,restaurant,103.8637151,1.3102115,KALLANG
Spinach Soup,restaurant,103.8549017,1.3230707,NOVENA
Novena Peranakan Cuisine,restaurant,103.842092,1.3204183,NOVENA
Cui Xiang Yuan,restaurant,103.8782321,1.3122979,GEYLANG
333 Bak Kut Teh,restaurant,103.8515663,1.3238737,NOVENA
Hi Leskmi Nasi Lemak,restaurant,103.8548691,1.3232539,NOVENA
Pin Wei Superior Seafood,restaurant,103.7741442,1.3399244,BUKIT TIMAH
Claypot Porridge,restaurant,103.885071,1.3325237,GEYLANG
PizzaExpress,restaurant,103.8578065,1.3007562,DOWNTOWN CORE
Binomio,restaurant,103.8542164,1.2960226,DOWNTOWN CORE
How Hup,restaurant,103.8550483,1.3229665,NOVENA
Tsui Wah ,restaurant,103.8473309,1.2893534,SINGAPORE RIVER
DLife,restaurant,103.7753237,1.341986,BUKIT TIMAH
Three Meals a Day,restaurant,103.7751482,1.3419751,BUKIT TIMAH
Long Beach,restaurant,103.929989,1.3050611,BEDOK
Lux Cove Seafood,restaurant,103.9298229,1.3050349,BEDOK
KNS Restaurant,restaurant,103.9241502,1.304452,BEDOK
Rangoon Bar & Bistro,restaurant,103.854061,1.3145727,KALLANG
Jok Jok Mor,restaurant,103.853506,1.3151935,KALLANG
Queen of WokFish Head Steamboat Restaurant,restaurant,103.8538182,1.3150807,KALLANG
Balestier Bak Kut Teh,restaurant,103.8504483,1.324957,NOVENA
Royal Biriyani,restaurant,103.8436779,1.3180837,NOVENA
Aloha Pok,restaurant,103.8340967,1.3033232,ORCHARD
Patros Sports Bar & Restaurant,restaurant,103.9065962,1.2988749,MARINE PARADE
The Blackbird,restaurant,103.8038848,1.2776918,BUKIT MERAH
Fat Belly,restaurant,103.8137249,1.3226175,TANGLIN
Royal Thai,restaurant,103.778923,1.3368396,BUKIT TIMAH
Lino,restaurant,103.786685,1.335789,BUKIT TIMAH
Basil & Thyme,restaurant,103.9063344,1.2988055,MARINE PARADE
Madras New Woodlands,restaurant,103.852383,1.3063689,ROCHOR
3 Meals a Day,restaurant,103.8605713,1.3109765,KALLANG
ABC King Pte. Ltd.,restaurant,103.8621379,1.3112218,KALLANG
Wild Coco,restaurant,103.8608857,1.3112068,KALLANG
Scaled by Ah Hua Kelong,restaurant,103.8607476,1.3111069,KALLANG
Chug Chug,restaurant,103.8435211,1.2778863,OUTRAM
Grisliaa,restaurant,103.8418574,1.2782894,OUTRAM
El Tardeo,restaurant,103.8423517,1.2781151,OUTRAM
LEON,restaurant,103.8425136,1.2778664,OUTRAM
Twins Chicken,restaurant,103.8430051,1.2775739,OUTRAM
Daejin,restaurant,103.843149,1.2775533,OUTRAM
Izakaya Sazangaku,restaurant,103.8431971,1.2775464,OUTRAM
Izakaya Niningashi,restaurant,103.8432489,1.2775389,OUTRAM
Unlimited Tanjong Buffet,restaurant,103.8437141,1.2775409,OUTRAM
Salmon King,restaurant,103.8437213,1.276917,OUTRAM
Royal Dragon,restaurant,103.8450493,1.2869498,SINGAPORE RIVER
Wheelers Estate,restaurant,103.8680089,1.4093476,SELETAR
Miami Bistro,restaurant,103.9178026,1.3934712,PUNGGOL
Chang Cheng,restaurant,103.7934616,1.3071519,QUEENSTOWN
Goro Japanese Cuisine,restaurant,103.7931399,1.3071905,QUEENSTOWN
Sandbank,restaurant,103.9058583,1.2984391,MARINE PARADE
Uncle Hos Tuckshop,restaurant,103.7956062,1.2755274,QUEENSTOWN
Joy Garden Restaurant,restaurant,103.7062072,1.3348683,JURONG WEST
Bliss Garden Restaurant,restaurant,103.9569064,1.3333815,TAMPINES
Bountiful Restaurant,restaurant,103.8100182,1.2811314,BUKIT MERAH
Jubilee Garden Restaurant,restaurant,103.8546543,1.3304425,TOA PAYOH
Qian Xi (Farrer Park) Restaurant,restaurant,103.8558827,1.3161274,KALLANG
Summer Garden Restaurant,restaurant,103.8171771,1.2775349,BUKIT MERAH
Ky Anh Qun,restaurant,103.9012927,1.311079,GEYLANG
John Thai,restaurant,103.8488245,1.3255919,NOVENA
Ming Ji Roasted Duck,restaurant,103.8551123,1.3229339,NOVENA
Bar Bar Black Sheep,restaurant,103.8142827,1.3225092,TANGLIN
PizzaExpress,restaurant,103.8530101,1.2781651,DOWNTOWN CORE
Seletar Hill Restaurant,restaurant,103.8725881,1.3851954,SERANGOON
Jia Xiang Sarawak Kolo Mee,restaurant,103.8218,1.2649858,BUKIT MERAH
Peperoni Pizzeria,restaurant,103.919285,1.3148198,BEDOK
Roos Gastrobar,restaurant,103.9191924,1.3150516,BEDOK
BBQ Wholesale,restaurant,103.919125,1.3152201,BEDOK
Issin Machi,restaurant,103.8071991,1.3312235,BUKIT TIMAH
Peperoni Pizzeria,restaurant,103.8311184,1.2927241,TANGLIN
Peperoni Pizzeria,restaurant,103.8589405,1.2950963,DOWNTOWN CORE
mi Casa kitchen & bar,restaurant,103.7725771,1.3407521,BUKIT TIMAH
Papura Chicken Essence,restaurant,103.907056,1.3177369,BEDOK
Seng Kee Black Chicken Herbal Soup,restaurant,103.9128191,1.3193088,BEDOK
MCC Makanplace,restaurant,103.9065396,1.3180031,BEDOK
Baan Ying,restaurant,103.8438667,1.3200417,NOVENA
Plank Sourdough Pizza,restaurant,103.7968204,1.3239371,BUKIT TIMAH
Ming Fa Fishball,restaurant,103.8343805,1.3536708,BISHAN
Tomyum Mama,restaurant,103.8345272,1.3534902,BISHAN
Thai-Tai Kitchen,restaurant,103.8464788,1.3268352,NOVENA
Two Blur guys,restaurant,103.8597476,1.3132952,KALLANG
Casuarina Curry,restaurant,103.8754672,1.3303376,TOA PAYOH
The Kind Bowl,restaurant,103.8393735,1.2987567,RIVER VALLEY
Full Pint Brewery,restaurant,103.9064563,1.2988378,MARINE PARADE
Old Airport Rd Wanton Noodle,restaurant,103.838687,1.301879,ORCHARD
Rasa Istimewa,restaurant,103.9478979,1.3820941,PASIR RIS
Don Lechn,restaurant,103.8913309,1.3140655,GEYLANG
At The Myo,restaurant,103.8400693,1.2768651,BUKIT MERAH
VENUE by Sebastian,restaurant,103.8481197,1.2765986,DOWNTOWN CORE
As-Safeera Restaurant,restaurant,103.8677349,1.3533607,SERANGOON
Alley on 25,restaurant,103.8577334,1.2992451,DOWNTOWN CORE
YSW seafood,restaurant,103.8634883,1.3221707,KALLANG
Misaki Japanese Restaurant,restaurant,103.8546382,1.2791391,DOWNTOWN CORE
Home Bar.Kitchen,restaurant,103.8576666,1.315933,KALLANG
Settlers Cafe,restaurant,103.8575178,1.3142988,KALLANG
Kumoya,restaurant,103.8599367,1.3042959,ROCHOR
Tomahawk,restaurant,103.8419111,1.3206463,NOVENA
Sing Thai,restaurant,103.8416033,1.3212148,NOVENA
Prawnography,restaurant,103.8420476,1.320478,NOVENA
Makan Empire,restaurant,103.9121039,1.3392414,BEDOK
Springleaf Prata,restaurant,103.8187665,1.3970687,YISHUN
Unicuz Chinese Cuisine,restaurant,103.8185597,1.3977746,YISHUN
Hans Union,restaurant,103.8186155,1.397578,YISHUN
Mongkok Dimsum,restaurant,103.8184838,1.3980418,YISHUN
Beng Cheng Restaurant,restaurant,103.8179926,1.3992612,YISHUN
Hakka Ampang Yong Tau Fu,restaurant,103.8179697,1.399324,YISHUN
Ngee Fou Restaurant Ampang Yueng Tow Fu,restaurant,103.8179249,1.3994469,YISHUN
Mookata,restaurant,103.8183095,1.3984544,YISHUN
Meeras Curry Banana Leaf,restaurant,103.8182593,1.3985789,YISHUN
Soon Kee Duck Rice Eating House,restaurant,103.8184078,1.3982104,YISHUN
Bee Heong Palace Restaurant,restaurant,103.8289612,1.3713339,ANG MO KIO
Springleaf Taiwan Porridge,restaurant,103.829236,1.3717296,ANG MO KIO
Koat Aroy,restaurant,103.8864541,1.336207,TOA PAYOH
The Boneless Kitchen,restaurant,103.8860727,1.3360587,TOA PAYOH
Al Mubin Restaurant,restaurant,103.9147837,1.33295,BEDOK
So Good Char Chan Tang,restaurant,103.8373581,1.3000213,ORCHARD
iSTEAKS  myVillage,restaurant,103.865216,1.364942,SERANGOON
Eat 3 Bowls,restaurant,103.8609166,1.3045173,KALLANG
Julaiha,restaurant,103.8846894,1.3323718,GEYLANG
Peach Garden,restaurant,103.8372087,1.2883872,SINGAPORE RIVER
Peach Garden,restaurant,103.8488766,1.2851052,DOWNTOWN CORE
Tsuta Japanese Soba Noodles,restaurant,103.8226922,1.2634496,BUKIT MERAH
Lepak One Corner by Yassin Kampung,restaurant,103.8884548,1.3947869,SENGKANG
Paradise Dynasty,restaurant,103.9863733,1.3562824,CHANGI
Din Tai Fung,restaurant,103.8448187,1.3000571,MUSEUM
Marmaris,restaurant,103.8528995,1.3055021,ROCHOR
Genki Sushi,restaurant,103.8447839,1.3006708,MUSEUM
Uncle Fong Hot pot Restaurant ,restaurant,103.8568939,1.293488,DOWNTOWN CORE
Genki Sushi,restaurant,103.8579804,1.2954542,DOWNTOWN CORE
Rolling Rice,restaurant,103.8565944,1.2920302,DOWNTOWN CORE
Nanjya Monjya,restaurant,103.8353797,1.2901207,SINGAPORE RIVER
Lotus Vegetarian,restaurant,103.8428746,1.3205224,NOVENA
Hyangtogol,restaurant,103.8533883,1.2940456,DOWNTOWN CORE
Ippudo,restaurant,103.8531987,1.2941476,DOWNTOWN CORE
Sushi Tei,restaurant,103.8531304,1.2945024,DOWNTOWN CORE
Tsui Wah Restaurant,restaurant,103.8374623,1.3023228,ORCHARD
Le Shrimp Ramen,restaurant,103.9871316,1.3576152,CHANGI
Canton Paradise,restaurant,103.987165,1.3577389,CHANGI
Swensens,restaurant,103.987105,1.3566135,CHANGI
A-One,restaurant,103.9865674,1.3562995,CHANGI
Pizza Hut,restaurant,103.8459689,1.3268769,NOVENA
Amoy Don,restaurant,103.8466116,1.2794779,DOWNTOWN CORE
IPPUDO,restaurant,103.8318689,1.3061106,ORCHARD
Amoy Don,restaurant,103.8467113,1.2795418,DOWNTOWN CORE
Pepper Lunch,restaurant,103.7434464,1.333145,JURONG EAST
Paradise Dynasty,restaurant,103.8930406,1.3177356,GEYLANG
Platypus Cantina,restaurant,103.905846,1.3066812,MARINE PARADE
Sukiya,restaurant,103.8602679,1.2946309,DOWNTOWN CORE
Chimichanga,restaurant,103.85387,1.3048266,ROCHOR
Little Vietnam,restaurant,103.8917902,1.3141442,GEYLANG
Ichikokudo,restaurant,103.8928269,1.3173333,GEYLANG
Penang Culture,restaurant,103.8720924,1.3508707,SERANGOON
Genki Sushi,restaurant,103.8726906,1.3507018,SERANGOON
Dian Xiao Er,restaurant,103.8719288,1.3507969,SERANGOON
Mr. Biryani,restaurant,103.8540173,1.3080313,ROCHOR
East Treasure Chinese Restaurant ,restaurant,103.8494126,1.331887,TOA PAYOH
Monster Curry,restaurant,103.8437569,1.3198987,NOVENA
Nasi Padang Indonesia Bandung,restaurant,103.9090298,1.3901864,SENGKANG
Guzman y Gomez,restaurant,103.8453771,1.2770015,DOWNTOWN CORE
Sushi Express,restaurant,103.9499269,1.3723461,PASIR RIS
Saizeriya,restaurant,103.9493384,1.3723914,PASIR RIS
Yakiniku OK,restaurant,103.9493433,1.3723813,PASIR RIS
Qi Ji,restaurant,103.9498927,1.3722561,PASIR RIS
Men Men Don Don,restaurant,103.9498828,1.3723198,PASIR RIS
The Soup Spoon Union,restaurant,103.9499947,1.3724528,PASIR RIS
Edo Shokudo,restaurant,103.9497739,1.3722862,PASIR RIS
Xin Wang Hong Kong Caf,restaurant,103.949851,1.3722356,PASIR RIS
85 Redhill,restaurant,103.949745,1.3722653,PASIR RIS
Food Splash,restaurant,103.8995102,1.2968138,MARINE PARADE
Atmosphere Bistro,restaurant,103.906169,1.2985153,MARINE PARADE
Tash Tish Tosh,restaurant,103.912927,1.301236,MARINE PARADE
East Coast Commune,restaurant,103.9128947,1.3013588,MARINE PARADE
My Briyani House,restaurant,103.9128607,1.3014881,MARINE PARADE
Ng Ah Sio Pork Ribs Eating House,restaurant,103.8528521,1.3176252,KALLANG
Yang Ming Seafood,restaurant,103.85577,1.3446789,BISHAN
Genki Sushi,restaurant,103.839657,1.3006699,ORCHARD
Sushi Express,restaurant,103.8385357,1.3006928,ORCHARD
Baan Kanom Thai,restaurant,103.8603959,1.3132062,KALLANG
Wah Soon Kei Carrot Cake,restaurant,103.901067,1.3038272,MARINE PARADE
Jishuai BBQ,restaurant,103.8579185,1.3147088,KALLANG
Tamoya,restaurant,103.8449984,1.3011105,MUSEUM
Nakajima Suisan,restaurant,103.8351999,1.3021153,ORCHARD
SUSHIRO,restaurant,103.8600451,1.2945614,DOWNTOWN CORE
Hjh Maimunah  Jalan Pisang,restaurant,103.8585558,1.3031607,ROCHOR
Suks Thai Kitchen,restaurant,103.8544621,1.3139574,KALLANG
Gokul Vegetarian Restaurant,restaurant,103.8525875,1.3064572,ROCHOR
Komalas Fusion Dining,restaurant,103.8523515,1.306547,ROCHOR
Bugis St. Chuen Chuen Chicken Rice,restaurant,103.8490365,1.3255244,NOVENA
QJ Western Food - Hainanese Chicken Rice,restaurant,103.8509438,1.3030457,ROCHOR
Abundance,restaurant,103.859801,1.3135197,KALLANG
Olive,restaurant,103.8872901,1.3363364,TOA PAYOH
Ippudo,restaurant,103.8603515,1.2852624,DOWNTOWN CORE
Ippudo,restaurant,103.8418073,1.2932889,SINGAPORE RIVER
Wangi Garden,restaurant,103.8604198,1.3133897,KALLANG
Gu Ma Jia Private Kitchen,restaurant,103.869965,1.3284558,TOA PAYOH
Xin Peng La Mian Dao Xiao Mian,restaurant,103.8602587,1.3133738,KALLANG
Founder Bak Kut Teh,restaurant,103.8605075,1.3059775,KALLANG
Ah Hui Big Prawn Noodle,restaurant,103.8489844,1.3255499,NOVENA
Authentic Siam,restaurant,103.8550953,1.323148,NOVENA
Japan Korea Cuisine,restaurant,103.8547944,1.3232396,NOVENA
Bonchon Chicken,restaurant,103.8334327,1.3035757,ORCHARD
Sushi Express,restaurant,103.7467917,1.3968091,CHOA CHU KANG
Diamond Kitchen,restaurant,103.931026,1.3096787,BEDOK
Yongs Teochew Kueh,restaurant,103.8883374,1.3628934,HOUGANG
Beurre,restaurant,103.8402466,1.2791486,OUTRAM
Monzushi,restaurant,103.8435282,1.280137,OUTRAM
Acoustic Coffee Bar,restaurant,103.8424199,1.2794712,OUTRAM
LEntrecte Customs House,restaurant,103.8533065,1.2827934,DOWNTOWN CORE
C Chung,restaurant,103.8486728,1.2870415,SINGAPORE RIVER
Prince Noodles,restaurant,103.8605152,1.3133774,KALLANG
So Good Char Chan Tang,restaurant,103.8512616,1.2929312,DOWNTOWN CORE
Ramen Keisuke Tonkotsu King ,restaurant,103.7951873,1.3113603,QUEENSTOWN
Wang Dae Bak Grill,restaurant,103.7952935,1.3107682,QUEENSTOWN
Mizuki,restaurant,103.8348718,1.3023052,ORCHARD
151 Rocovo Restaurant,restaurant,103.8438913,1.3181532,NOVENA
Siam Village,restaurant,103.8748895,1.3303011,TOA PAYOH
Din Tai Fung,restaurant,103.8434272,1.319896,NOVENA
Le Shrimp Ramen,restaurant,103.8445417,1.300126,MUSEUM
Canton Paradise,restaurant,103.84453,1.3001003,MUSEUM
Takagi Ramen,restaurant,103.7858421,1.4350053,WOODLANDS
Cat and the Fiddle Cafe,restaurant,103.7856288,1.4347251,WOODLANDS
Kei Kaisendon,restaurant,103.7854719,1.4346353,WOODLANDS
Ivys Hainanese Mutton Soup,restaurant,103.7914871,1.2758072,QUEENSTOWN
SUSHIRO,restaurant,103.8316882,1.305564,ORCHARD
